Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc
51,Tb927.11.7670,-0.07970278139234921,16.16733938093038,0.3138644765368776,"Cornifin (SPRR) family, putative"
52,Tb927.10.1130,-0.056131760871807046,18.54370259699415,0.5125912271008888,"dynein arm light chain, axonemal, putative"
53,Tb927.10.1140,0.002659086601131122,16.74755513039913,0.015162576348570187,epsilon tubulin
54,Tb927.10.1150,0.16813722266345366,12.818244063139481,0.46759111642149853,"hypothetical protein, conserved"
55,Tb927.10.1160,-0.42444948126984094,11.973858553953617,1.0271542887492464,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
56,Tb927.11.715,-0.014021994817376537,17.93698561295027,0.06979825286913802,"dynein light chain LC8, putative"
57,Tb11.0850,-0.11441891289751283,19.040269904008163,0.8245520897476213,"SCAMP family, putative"
58,Tb927.4.1100,-0.0434554164082428,21.616219353753475,0.8473933011841284,"ribosomal protein L21E (60S), putative"
59,Tb11.1220,0.009992361343897471,22.370134766177454,0.06733656487794552,hypothetical protein
60,Tb927.10.15270,0.014125542323018436,20.383929618672177,0.12017749634127237,"metallo- peptidase, Clan MG, Family M24"
61,Tb927.11.1840,-0.08425693728504768,24.289804318755305,1.713364200419648,"hypothetical protein, conserved"
62,Tb11.1780.1-p1,0.15271540726334365,16.971917428627002,1.1077954633012672,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative"
63,Tb11.1790.1-p1,0.1492552164561758,20.999689203180477,1.586416057267402,"retrotransposon hot spot protein (RHS, pseudogene), putative"
64,Tb11.v5.0111,-0.014156365948631233,13.12800853329467,0.05254554066285256,"variant surface protein (VSG), putative"
66,Tb927.7.4600,0.1470611028008122,16.607779709174398,0.24560237908364857,"Calponin homology (CH) domain containing protein, putative"
67,Tb927.7.4650,-0.10260063430256494,17.286049130692213,0.7863147610142655,J Biosynthesis Protein 2
68,Tb927.7.4670,-0.097869669548313,15.7840332139625,0.32992397160601733,ribosomal RNA processing protein 4
69,Tb927.7.4690,-0.09440529109243201,17.277276768181807,1.3893393758708281,hypothetical protein
70,Tb11.v5.0154,-0.04450910135583541,22.41330120798387,0.726547862240871,"WD domain, G-beta repeat, putative"
71,Tb927.7.4740,-0.24730581944421282,14.974270755307506,2.0506474231853242,"hypothetical protein, conserved"
72,Tb927.7.4750,-0.15548776748589077,17.2258757538271,1.5610892503065248,"hypothetical protein, conserved"
73,Tb927.7.4770,-0.07235347144245097,23.065278363388156,0.9633442299931695,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative"
74,Tb927.7.4790,0.012015402126046126,17.935673299879863,0.07334236076831309,proteasome beta 6 subunit
75,Tb927.7.4810,0.05357615922434178,18.511773958660676,0.4024308947683052,"HD domain containing protein, putative"
76,Tb927.7.4820,0.12367371061873911,16.642404860024218,0.6901464990689362,"Trm112p-like protein, putative"
77,Tb927.7.4840,-5.676612854443874e-05,17.71143577096044,0.00024072263689864333,"hypothetical protein, conserved"
78,Tb927.7.4870,-0.0747703008595586,17.08704069044669,0.3752638024258702,"hypothetical protein, conserved"
79,Tb927.7.4900,0.01589517834344889,19.943242730937854,0.20268406774120123,5-3 exoribonuclease A
80,Tb927.7.4910,0.027495169663311003,21.271684487759686,0.27240600306814805,"hypothetical protein, conserved"
81,Tb927.7.4930,-0.23428835618505417,14.058864882459893,0.8118749514698776,ribonuclease H1
82,Tb927.7.4940,-0.14005669001502952,15.879656979116128,1.1314523446854574,"serine peptidase, clan SC, family S9A-like protein"
83,Tb927.7.4960,-0.24675122689459528,16.978904146167213,1.2922785795558063,"hypothetical protein, conserved"
84,Tb927.7.4980,-0.12677557993168342,13.621002716833031,0.4195365476011771,Present in the outer mitochondrial membrane proteome 35
85,Tb927.7.4990,-0.050747587929215854,18.75972911027659,0.7415066821027062,"hypothetical protein, conserved"
86,Tb927.7.5020,-0.1054487226926355,23.897090457951975,1.570294965626951,"60S ribosomal protein L19, putative"
87,Tb927.7.5030,0.0034273557927200216,18.99064139165336,0.018719648210631955,"hypothetical protein, conserved"
88,Tb927.7.5050,-0.06669500574148302,19.106559468149193,0.5947366089105176,"hypothetical protein, conserved"
89,Tb11.v5.0191,0.14589202591284334,15.564712051710789,0.8405126971770721,"ELMO/CED-12 family, putative"
90,Tb927.10.5990,0.033395685797149355,19.898606092176223,0.3702775431443255,"Centrosomal protein of 57 kDa, putative"
91,Tb11.v5.0196,0.06036358967907418,21.87318527680061,0.8431483354656055,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative"
92,Tb927.10.6060,-0.001829680538659062,18.5645034097566,0.006862044722180209,universal minicircle sequence binding protein 2
93,Tb927.10.6080,-0.04305325403351645,19.554949447643498,0.32676571096739804,"proteasome subunit beta type-5, putative"
94,Tb11.v5.0201,-0.036602779562405985,15.08076630971919,0.17478238426440926,"tRNA pseudouridine synthase A, putative"
95,Tb927.10.6110,0.16788883253945386,13.284304755834285,0.43376735986854703,"hypothetical protein, conserved"
96,Tb927.10.6120,-0.42475005173742986,15.049735064680538,5.569700339386055,"Peptidase M76 family, putative"
97,Tb927.5.291b,-0.037161849578344786,14.49437178701415,0.14149739199263417,"variant surface glycoprotein (VSG)-related, putative"
98,Tb927.5.295b,0.08126540460326837,21.586818695230733,1.8167361024878477,retrotransposon hotspot (RHS) protein 1
99,Tb927.5.300b,-0.10393711201105305,17.706357103801345,2.2675048840479644,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein, putative"
100,Tb927.5.309b,0.0375814202426632,21.115200059003723,0.39831047042181916,"invariant surface glycoprotein, putative"
101,Tb927.5.500,-0.11089575546039754,18.695264974187918,0.9031277268658041,"hypothetical protein, conserved"
102,Tb927.5.450,0.026746760481294984,15.487568851330535,0.10338839522842462,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
103,Tb927.5.420,-0.21893016967929313,17.165822277092946,2.162241477498454,"invariant surface glycoprotein, putative"
104,Tb927.5.410,0.14292124932181416,15.926196362347547,1.6543068360561635,"invariant surface glycoprotein, putative"
105,Tb927.5.390,0.21849559225832849,20.187099224253945,4.572069067600507,"75 kDa invariant surface glycoprotein, putative"
106,Tb927.5.370,-0.04479711505619832,18.67592252941876,0.337510351576027,"75 kDa invariant surface glycoprotein, putative"
107,Tb927.5.360,-0.03120355696057331,22.088451587956975,0.3671007396861687,75 kDa invariant surface glycoprotein
108,Tb11.v5.0232,0.15392628189771784,19.128516922812288,2.0888725228822014,"hypothetical protein, conserved"
109,Tb927.10.5240,-0.03929404568854267,17.89057508220056,0.26057389582116836,"cAMP binding protein, putative"
110,Tb927.10.5210,0.26607989777434327,14.213289693186901,1.1844764009697506,TFIIH basal transcription factor subunit
111,Tb927.10.5200,-0.09941490413579146,15.076380975496253,0.9492764597531096,"hypothetical protein, conserved"
112,Tb927.10.5340,-0.06884892766419526,23.05795607613992,0.6110248790171773,"40S ribosomal protein S18, putative"
113,Tb927.10.5310,0.1833912311107948,16.02445887536364,1.6045345486472198,"AMP-activated kinase, alpha 1"
114,Tb927.10.5300,0.007128871199839182,18.67252228960264,0.03574537474715023,"eukaryotic translation initiation factor 6 (eIF-6), putative"
115,Tb927.10.5280,-0.11544835763338668,17.97049354892278,1.4698864560443456,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
116,Tb927.10.5270,0.021785047970283244,16.221419327863423,0.16684465451011016,mitogen-activated protein kinase kinase 5
117,Tb927.11.7310,0.16113961345455152,16.547922071924845,1.1130967949607753,"RNA binding protein, putative"
118,Tb927.11.7300,-0.05231498065596263,14.86017908927806,0.2597422320866991,"major facilitator superfamily, putative"
119,Tb927.11.7290,-0.021604429425067906,19.88991777882013,0.26445392983459765,"pantothenate kinase subunit, putative"
120,Tb927.11.7280,0.02855158324700824,16.18973023627883,0.15631119934990512,"DNA-direcetd RNA polymerase II, subunit 9, putative"
121,Tb927.11.7270,-0.036999815984962936,20.543302982034078,0.44903589597344434,"proteasome beta 3 subunit, putative"
122,Tb927.11.7240,-0.06537302672526835,19.60464721923983,0.8442641892228234,nexin-dynein regulatory complex 2
123,Tb927.7.4480,0.08748083890059632,23.42242145133377,1.2989167943388453,"adenosine 5-monophosphoramidase, putative"
124,Tb927.7.4490,-0.085401596825605,18.634817414333334,1.515444642711858,"hypothetical protein, conserved"
125,Tb927.7.4500,0.1347821393523354,21.907447634926108,2.9928540367394727,"PX domain containing protein, putative"
126,Tb927.7.4510,0.007914780875829308,17.196315471935655,0.030610146201516204,"Domain of unknown function (DUF4201), putative"
127,Tb927.7.4520,-0.2087240259063563,23.379292906342798,5.583566707439298,"Thioredoxin-like, putative"
128,Tb927.7.4550,0.02776811054750894,19.110291162770405,0.3052837309758359,Mitochondrial ribosomal protein L7/L12
129,Tb927.7.4560,0.06608601070463394,14.486007741739757,0.5968459543723399,Histone acetyltransferase 1
130,Tb927.7.4570,0.08003477279033433,22.29442992889938,1.220734034678527,inosine-guanine nucleoside hydrolase
131,Tb927.10.6350,-0.05517863516228516,19.29298470065281,0.41059075631980363,trypanin
132,Tb927.10.6340,-0.10726409820048133,16.634546477680164,1.0234072592822594,"hypothetical protein, conserved"
133,Tb927.10.6330,-0.0807770573410096,17.71160023044374,0.8850368705258782,kinetoplastid kinetochore protein 1
134,Tb927.10.6320,-0.17226546134123666,19.80627042341176,2.001388863656114,"CBF/Mak21 family, putative"
135,Tb927.10.6310,0.0901784290937826,20.76830211565852,1.4045128672393956,"major vault protein, putative"
136,Tb927.10.6290,0.026897411139536587,19.789032775401438,0.27668682778238474,"ATP-dependent DEAD/H RNA helicase, putative"
137,Tb927.11.12770,0.0055965209901938096,13.627357701646162,0.024864043332452724,"ubiquitin ligase, putative"
138,Tb927.11.12750,0.05451811093204029,16.90209216482292,0.3422184250901517,cleavage and polyadenylation specificity factor 30 kDa subunit
139,Tb927.10.15930,-0.17349806960646852,14.089455151933961,0.7873846936277861,"pdz domain containing protein, putative"
140,Tb11.v5.0304,-0.13238200248678567,17.059738524818247,1.0528627852658223,"cation transporter, putative"
141,Tb11.v5.0325,0.15278296126816926,18.25215831085453,3.3291298727968015,"retrotransposon hot spot (RHS) protein, putative"
142,Tb11.v5.0326,0.07834916379113466,16.632606744622777,0.3103040417505545,"retrotransposon hot spot (RHS) protein, putative"
143,Tb927.10.8440,0.2626884100911404,22.097162161103572,5.208674307529876,glucose transporter 1B
144,Tb927.10.5080,-0.11560391511516954,19.133000916509243,2.0414981463974606,GPI transamidase component Tta2
145,Tb927.10.5070,0.04292257313424841,14.286976985570313,0.11609924039750594,"ribonuclease H, putative"
146,Tb927.10.5040,-0.03584995692490622,18.854270148496703,0.33140119174768007,"chaperone protein DnaJ, putative"
148,Tb927.1.1240,-0.06221686504738244,19.29272567154467,0.5915285865188211,"cytidine triphosphate synthase, putative"
149,Tb927.1.1270,-0.03884949550164585,10.414989187146915,0.058955467841795554,"homocysteine S-methyltransferase, putative"
150,Tb11.v5.0364,-0.06926166312581472,19.656943635664582,0.7582912998954424,"hypothetical protein, conserved"
151,Tb11.v5.0365,-0.03255855431497423,16.900866669910982,0.08892947411384171,"hypothetical protein, conserved"
152,Tb11.v5.0366,0.010260124257044367,21.647858287973428,0.12692596707409043,"hypothetical protein, conserved"
153,Tb927.1.1310,-0.05785960642989352,16.207931986402613,0.3503125805670743,"transmembrane protein, conserved"
154,Tb927.11.1180,-0.022081228079048998,19.94557553507051,0.26755085473010776,"cdc2-related kinase 6, putative"
155,Tb927.1.1370,-0.0963200161468265,18.109177860187234,0.7222000879373828,"rRNA biogenesis protein, putative"
156,Tb11.v5.0394,0.05946969602912944,20.17477712654079,0.6654514992256912,"hypothetical protein, conserved"
157,Tb927.10.16170,-0.20193531490691896,15.135509092665144,1.561136646347491,"potassium voltage-gated channel, putative"
158,Tb927.10.16150,-0.04836730473623163,17.868030541430066,0.39888486726577915,"ATP-dependent zinc metallopeptidase, putative"
159,Tb11.v5.0406,-0.04227083642930651,16.29894134096436,0.1932716189800685,"glycerol uptake protein, putative"
160,Tb927.10.540,0.03611223174717537,22.971249074864303,0.5259845665375505,"ATP-dependent RNA helicase SUB2, putative"
161,Tb927.10.14490,0.15491535998128825,20.857021638042777,2.981675480146418,"hypothetical protein, conserved"
162,Tb927.5.350,-0.019957104071171017,18.45408024804705,0.1560321329452084,"75 kDa invariant surface glycoprotein, putative"
163,Tb11.v5.0422,-0.015074982504405199,17.774301135579712,0.13444318997950622,"SET domain containing protein, putative"
164,Tb927.10.15850,-0.04517830676289236,19.718766366344525,0.5241074811591989,Peroxisome biogenesis factor 12
165,Tb11.v5.0429,-0.06499309797847275,12.832635175053824,0.11576016528352524,"receptor-type adenylate cyclase GRESAG 4, putative"
166,Tb927.10.15390,-0.011832740696171129,19.344104334160107,0.074376521910834,Flagellum attachment zone protein 7
167,Tb927.11.3650,0.04922789679245554,23.028222372525985,0.5969419785863943,"adenylosuccinate synthetase, putative"
168,Tb927.1.1030,0.07978504744392367,17.77869371049626,0.38544558091927866,Nucleolar protein 49
169,Tb927.1.1560,0.0412500885529532,21.840106741312724,0.7941993115104736,"vesicular-fusion protein nsf, putative"
170,Tb927.10.15650,0.184852104091755,14.216953886897427,0.6181919916660018,Mitoribosomal SSU assembly factor 11
171,Tb11.v5.0468,0.1837163169159428,15.723265421704431,0.29262801564042523,"alpha tubulin, putative"
172,Tb927.1.2390,-0.0654466828243514,24.644088504703422,1.3371811473017703,beta tubulin
173,Tb927.3.3290,-0.031177566190553563,16.360429210105796,0.15901654785351188,"protein kinase, putative"
174,Tb11.v5.0480,-0.06088387985278132,20.065421370661753,0.7348049380890653,"DNA-directed RNA polymerase, alpha subunit, putative"
175,Tb927.10.15380,-0.02357947744233968,17.579164807343325,0.15157769556148357,"U3 snoRNA-associated protein UTP11, putative"
176,Tb927.10.1200,-0.058520887821963186,18.410798622183435,0.5164396245152529,"Programmed cell death protein 2, C-terminal putative domain containing protein, putative"
177,Tb11.v5.0489,-0.009147133697823051,14.812077222798525,0.02355875832888905,"retrotransposon hot spot (RHS) protein, putative"
178,Tb11.v5.0493,0.1475763939400565,15.145584782099093,0.4621637103046502,"kinesin K39, putative"
179,Tb927.10.660,0.15712376842454745,16.91857742618562,1.7469123366789392,"2-oxoisovalerate dehydrogenase alpha subunit, putative"
180,Tb11.v5.0501,0.047617441159829355,21.514018731839734,0.5499754358726401,"40S ribosomal protein S3A, putative"
181,Tb927.10.3920,-0.002847315456953936,19.564602997052653,0.02557284781071719,"hypothetical protein, conserved"
182,Tb927.10.6880,-0.015940290290416215,23.455471504127235,0.1792017423725569,"glyceraldehyde 3-phosphate dehydrogenase, cytosolic"
183,Tb11.v5.0517,0.05916765137261848,16.416722554668645,0.5744072349205842,"hypothetical protein, conserved"
184,Tb927.8.3320,-0.10836019570156452,12.55800693800826,0.16691585022305408,"Mitochondrial ATP synthase subunit, putative"
185,Tb11.v5.0520,-0.17454444335133346,16.61875708709746,1.1803583839907534,"acetyltransferase, putative"
186,Tb927.1.780,-0.23117722484533232,17.175014256088133,2.1846188585199897,leucine-rich repeat-containing protein
187,Tb927.10.16110,0.15980871181090706,19.914261845301,3.141803154280227,component of motile flagella 1
188,Tb927.9.3630,-0.04272286209845433,19.98188050134821,0.6625627013935759,"BSD domain containing protein, putative"
189,Tb927.10.5620,0.11415942587603212,25.008384154264604,1.7602440420535086,"fructose-bisphosphate aldolase, glycosomal"
190,Tb11.v5.0536,-1.1243471123101934,19.32496748179091,10.62769802279957,"hypothetical protein, conserved"
191,Tb11.v5.0537,-0.1261122182246197,22.888343316870916,3.032315483052268,"polyubiquitin, putative"
192,Tb927.8.5010,0.01008535941819133,24.9215787051778,0.11035155638762704,Paraflagellar rod protein 2-5
193,Tb927.4.4860,0.041076500829934304,20.098483445662,0.1825261286719805,"amino acid transporter 8, putative"
194,Tb927.10.10960,0.07484442906532252,23.830358991609693,1.1833151005704123,"heat shock protein, putative"
195,Tb11.v5.0553,0.1627014982201338,16.569498167456462,1.3812607135772301,"ubiquitin hydrolase, putative"
196,Tb11.v5.0555,-0.3414510985522057,13.992761934866154,1.2824238901687364,"hypothetical protein, conserved"
197,Tb927.10.13270,-0.06545842378918465,18.229851572339168,0.43631437054647404,"Periodic tryptophan protein 2 homolog, putative"
198,Tb927.10.350,0.05548650123096621,17.346460829216664,0.5898960416578862,"protein kinase PK4, putative"
199,Tb927.5.2540,-0.0942827473565373,17.59471836834813,0.7183320820711021,"Organic solute transport protein 1, putative"
200,Tb11.v5.0581,-0.012469773241138071,15.701210006106365,0.03326259329693489,"Sec8 exocyst complex component specific domain/Invariant surface glycoprotein, putative"
201,Tb927.11.4610,-0.023144610721072212,22.747154921819046,0.23005850557477014,protein kinase A regulatory subunit
202,Tb11.v5.0594,-0.05944920451717195,18.335312773915234,0.2878988157390336,"retrotransposon hot spot (RHS) protein, putative"
203,Tb927.10.4940,0.14345204002572842,20.591871343310498,2.1275395678877653,Nuclear Dbf2-related kinase
204,Tb927.10.4800,-0.38238422418942974,13.590155256950606,1.8838324766142942,"J binding protein 3, putative"
205,Tb11.v5.0600,-0.22287977317988705,14.12856638018997,1.6526224398750347,"HIT zinc finger, putative"
206,Tb927.7.2570,-0.09752265226798329,20.51391724952003,1.259000139756231,"guide RNA associated protein, GAP2"
207,Tb927.7.7070,-0.054482395817110785,20.625211723659795,0.600299946308788,"MYND finger, putative"
208,Tb11.v5.0616,0.0279204505525108,20.450841154444046,0.52243354813023,"paraflagellar rod protein, putative"
209,Tb11.v5.0620,-0.1555951672819873,12.702524306999727,0.36338859564442405,"COG4 transport protein, putative"
210,Tb11.v5.0623,0.0753226859115852,15.996031758112604,0.7157728994221993,"hypothetical protein, conserved"
211,Tb11.v5.0624,-0.017500020765989888,20.417895468878136,0.11806612519852241,"retrotransposon hot spot protein (PHS), putative"
212,Tb927.10.14800,-0.06738840037600724,19.452780577949227,0.966136195797291,"mitogen-activated protein kinase 9, putative"
213,Tb927.10.960,-0.042877710329058516,17.29497963312685,0.3772405240498168,U4/U6-specific protein PRP4
214,Tb11.v5.0633,0.11997542894146562,11.190056284259605,0.15517171430885315,"protein kinase, putative"
215,Tb11.v5.0636,0.0808112066412896,24.271949489935228,1.9624357593410178,"C-terminal motor kinesin, putative"
216,Tb927.5.1230,-0.02737715589361045,18.960506569510702,0.27595119801485957,"hypothetical protein, conserved"
217,Tb927.11.6580,-0.05750919756937378,17.106755576605106,0.44428468688564376,"hypothetical protein, conserved"
218,Tb927.10.2890,0.07044264690898672,23.371581239341328,1.1132810003398617,enolase
219,Tb927.7.3210,0.30665399562944984,14.900501185252507,0.9501866781531014,"Pseudokinase, putative"
220,Tb927.2.830,0.06733245849945035,18.199796575350028,0.45861722631211976,"retrotransposon hot spot protein 1 (RHS1), interrupted"
221,Tb927.11.15650,-0.09180223829581635,16.935181420810565,0.5133559635093395,terminal uridylyltransferase 4
222,Tb927.10.8230,0.08165388307572741,22.954602588179576,1.2201487474336885,protein disulfide isomerase 2
223,Tb927.10.13010,-0.054173766104106846,18.942608731189477,0.5826906712787842,cAMP-dependent protein kinase catalytic subunit 3
224,Tb927.4.2560,0.038498955592253026,16.51553288554441,0.09667273904091217,cardiolipin synthetase
226,Tb927.10.9100,-0.011468018872474062,16.329866527039268,0.042236993669007794,"hypothetical protein, conserved"
227,Tb927.10.2770,0.060014507694035046,20.81787127514777,1.142653200178989,"eukaryotic translation initiation factor 5, putative"
228,Tb11.v5.0688,-0.16382513214828975,18.947874493160178,0.851555964576277,"tRNA pseudouridine synthase D (TruD), putative"
229,Tb927.10.13210,0.19885605670342343,16.944033108475182,2.268033460940008,"dolichyl-P-Man:GDP-ManGlcNAc2-PP-dolichyl beta-1,4-mannosyltransferase, putative"
230,Tb927.10.8650,0.0036163421707726684,17.774444541479266,0.02114863445319464,"ran binding protein, putative"
231,Tb11.v5.0713,0.03141562124898911,23.36675506319039,0.46548823408905693,"Retrotransposon hot spot protein 6 (RHS6), putative"
232,Tb927.10.13780,0.08651999559793921,22.364513971539687,2.003603974772614,Glycogen synthase kinase 3 short
233,Tb11.v5.0720,-0.08393692134570685,17.387061898817855,1.0978745917675257,"hypothetical protein, conserved"
234,Tb11.v5.0721,0.03713596694591814,12.779855246063066,0.06501620978272071,"hypothetical protein, conserved"
235,Tb11.v5.0727,-0.23745863048233673,16.443987798633135,3.331666042012912,"flagellum transition zone component, putative"
236,Tb11.v5.0731,0.02180499769542621,22.22699606196538,0.22037639354378685,"65 kDa invariant surface glycoprotein, putative"
237,Tb11.v5.0735,0.05957181702162728,17.765376869767298,0.4089025955000679,"hypothetical protein, conserved"
238,Tb11.v5.0738,-0.10879141558358185,18.813482582041093,1.0746885274673834,"thymidylate kinase, putative"
239,Tb927.3.3790,-0.01212274468200647,20.467334795097642,0.10657173100831453,"hypothetical protein, conserved"
240,Tb927.6.1260,0.06108564342774514,17.75156282907662,0.30254739459061203,"proteasome beta-1 subunit, putative"
241,Tb927.11.6090,-0.11787386718120274,18.493026897070962,1.4841346524318968,"tatD related deoxyribonuclease, putative"
242,Tb11.v5.0751,-0.029891688772089253,12.85144323690824,0.09092902603214326,"dual specificity protein phosphatase, putative"
243,Tb927.10.3710,0.04225420094429566,20.54659882016675,0.5036737260084879,proteasome activator protein PA26
244,Tb11.v5.0775,0.07084346960762744,16.088167055092395,0.31676794212061216,"methyltransferase domain containing protein, putative"
246,Tb11.v5.0807,0.06716643287798618,19.916645189819718,0.541111445985139,"ribonuclease, putative"
247,Tb927.10.6570,-0.19138685050208082,14.887227441991541,2.3551313772874924,"TPR repeat, putative"
248,Tb11.v5.0813,-0.11953102114202707,14.978181722624562,0.3902114056353434,expression site-associated gene 3 (ESAG3)-like protein
249,Tb927.3.2340,-0.04539685049520159,16.937669585309965,0.32816874269181784,Peroxisome biogenesis protein 2
250,Tb927.9.6320,0.022320850542158155,18.395373895090316,0.1778763756330584,"hypothetical protein, conserved"
251,Tb11.v5.0831,-0.04152834228133173,19.0451585197178,0.48467785347129994,"kinesin motor domain containing protein, putative"
252,Tb927.10.15400,-0.0699235674025509,16.00223216681058,0.5832326735974075,"kinesin, putative"
253,Tb11.v5.0853,-0.0497159818572932,15.811467548003892,0.16227454541512754,"Vacuolar sorting protein 9 (VPS9) domain containing protein, putative"
254,Tb11.v5.0885,-0.05386059036390911,15.58694036078916,0.4088208236507368,"amino acid transporter, putative"
255,Tb11.v5.0903,-0.15691220377652115,18.80748846272327,2.0211470858257528,"S-adenosylmethionine decarboxylase proenzyme, putative"
